;------------------------------------------------------------
";	差し替え"
;------------------------------------------------------------
;主な仕様は顔.csvまたは立絵.csvを参照

;?リソース定義規則
;顔絵の種類(ファイル名違い)_服装(Yの段落振り)_表情(Xの段落振り)_角色ID_差分

;リソース名,元ファイル名,x,y,width,height
別顔_裸_笑顔_48,48_isaac.webp,500,440,200,200
別顔_裸_憤怒_48,48_isaac.webp,900,440,200,200
別顔4_服_通常_49,49_isaac.webp,100,40,200,200
別顔4_服_笑顔_49,49_isaac.webp,500,40,200,200
別顔4_服_憤怒_49,49_isaac.webp,900,40,200,200
別顔4_裸_通常_49,49_isaac.webp,100,440,200,200
別顔4_裸_笑顔_49,49_isaac.webp,500,440,200,200
別顔4_裸_憤怒_49,49_isaac.webp,900,440,200,200
別顔2_服_通常_50,50_isaac.webp,100,40,200,200
別顔2_服_笑顔_50,50_isaac.webp,500,40,200,200
別顔2_服_憤怒_50,50_isaac.webp,900,40,200,200
別顔2_裸_通常_50,50_isaac.webp,100,440,200,200
別顔2_裸_笑顔_50,50_isaac.webp,500,440,200,200
別顔2_裸_憤怒_50,50_isaac.webp,900,440,200,200
別顔2_服_巨乳拆分_50,50_isaac.webp,100,40,1,1
別顔2_裸_巨乳拆分_50,50_isaac.webp,100,40,1,1
別顔2_服_通常_51,51_isaac.webp,100,40,200,200
別顔2_服_笑顔_51,51_isaac.webp,500,40,200,200
別顔2_服_憤怒_51,51_isaac.webp,900,40,200,200
別顔2_裸_通常_51,51_isaac.webp,100,440,200,200
別顔2_裸_笑顔_51,51_isaac.webp,500,440,200,200
別顔2_裸_憤怒_51,51_isaac.webp,900,440,200,200
別顔2_服_夏服_通常_51,51_isaac.webp,100,840,200,200
別顔2_服_夏服_笑顔_51,51_isaac.webp,500,840,200,200
別顔2_服_夏服_憤怒_51,51_isaac.webp,900,840,200,200
別顔2_服_作業着_通常_51,51TT_isaac.webp,100,40,200,200
別顔2_服_作業着_笑顔_51,51TT_isaac.webp,500,40,200,200
別顔2_服_作業着_憤怒_51,51TT_isaac.webp,900,40,200,200
別顔2_服_作業着_通常ムラムラ_51,51TT_isaac.webp,100,440,200,200
別顔2_服_作業着_笑顔ムラムラ_51,51TT_isaac.webp,500,440,200,200
別顔2_服_作業着_憤怒ムラムラ_51,51TT_isaac.webp,900,440,200,200
別顔2_服_作業着_通常発情_51,51TT_isaac.webp,100,840,200,200
別顔2_服_作業着_笑顔発情_51,51TT_isaac.webp,500,840,200,200
別顔2_服_作業着_憤怒発情_51,51TT_isaac.webp,900,840,200,200
別顔2_裸_巨乳拆分_51,51TT_isaac.webp,500,1640,200,200
別顔2_裸_爆乳拆分_51,51TT_isaac.webp,500,1640,200,200
別顔2_服_作業着_巨乳拆分_51,51TT_isaac.webp,500,1640,200,200
別顔2_巨乳服ズレ_51,51TT_isaac.webp,500,1640,200,200
別顔2_巨乳服はだけ_51,51TT_isaac.webp,500,1640,200,200
別顔2_服_バニー_通常_51,51TT_isaac.webp,100,1240,200,200
別顔2_服_バニー_笑顔_51,51TT_isaac.webp,500,1240,200,200
別顔2_服_バニー_憤怒_51,51TT_isaac.webp,900,1240,200,200
別顔2_服_バニー_発情_51,51TT_isaac.webp,100,1640,200,200
別顔2_巨乳服_バニー_通常_51,51TT_isaac.webp,100,1240,200,200
別顔2_巨乳服_バニー_笑顔_51,51TT_isaac.webp,500,1240,200,200
別顔2_巨乳服_バニー_憤怒_51,51TT_isaac.webp,900,1240,200,200
別顔2_巨乳服_バニー_発情_51,51TT_isaac.webp,100,1640,200,200
別顔2_服_通常_52,52_isaac.webp,100,40,200,200
別顔2_服_笑顔_52,52_isaac.webp,500,40,200,200
別顔2_服_憤怒_52,52_isaac.webp,900,40,200,200
別顔2_裸_通常_52,52_isaac.webp,100,440,200,200
別顔2_裸_笑顔_52,52_isaac.webp,500,440,200,200
別顔2_裸_憤怒_52,52_isaac.webp,900,440,200,200
別顔2_服_女式衬衫_通常_52,52_isaac.webp,100,840,200,200
別顔2_服_女式衬衫_笑顔_52,52_isaac.webp,500,840,200,200
別顔2_服_女式衬衫_憤怒_52,52_isaac.webp,900,840,200,200
別顔2_服_Medseller_通常_52,52_isaac.webp,100,1240,200,200
別顔2_服_Medseller_笑顔_52,52_isaac.webp,500,1240,200,200
別顔2_服_Medseller_憤怒_52,52_isaac.webp,900,1240,200,200
別顔2_服_通常_53,53_isaac.webp,100,40,200,200
別顔2_服_笑顔_53,53_isaac.webp,500,40,200,200
別顔2_服_憤怒_53,53_isaac.webp,900,40,200,200
別顔2_裸_通常_53,53_isaac.webp,100,440,200,200
別顔2_裸_笑顔_53,53_isaac.webp,500,440,200,200
別顔2_裸_憤怒_53,53_isaac.webp,900,440,200,200
別顔3_服_通常_54,54_isaac.webp,100,40,200,200
別顔3_服_笑顔_54,54_isaac.webp,500,40,200,200
別顔3_服_憤怒_54,54_isaac.webp,900,40,200,200
別顔3_裸_通常_54,54_isaac.webp,100,440,200,200
別顔3_裸_笑顔_54,54_isaac.webp,500,440,200,200
別顔3_裸_憤怒_54,54_isaac.webp,900,440,200,200
別顔3_服_夏服_通常_54,54_isaac.webp,100,840,200,200
別顔3_服_夏服_笑顔_54,54_isaac.webp,500,840,200,200
別顔3_服_夏服_憤怒_54,54_isaac.webp,900,840,200,200
別顔2_服_通常_55,55_isaac.webp,100,40,200,200
別顔2_服_笑顔_55,55_isaac.webp,500,40,200,200
別顔2_服_憤怒_55,55_isaac.webp,900,40,200,200
別顔2_裸_通常_55,55_isaac.webp,100,440,200,200
別顔2_裸_笑顔_55,55_isaac.webp,500,440,200,200
別顔2_裸_憤怒_55,55_isaac.webp,900,440,200,200
別顔2_服_夏服_通常_55,55_isaac.webp,100,840,200,200
別顔2_服_夏服_笑顔_55,55_isaac.webp,500,840,200,200
別顔2_服_夏服_憤怒_55,55_isaac.webp,900,840,200,200
別顔2_服_ボディスーツ_通常_55,55suit_isaac.webp,100,40,200,200
別顔2_服_ボディスーツ_笑顔_55,55suit_isaac.webp,500,40,200,200
別顔2_服_ボディスーツ_憤怒_55,55suit_isaac.webp,900,40,200,200
別顔2_服_ボディスーツムラムラ_通常_55,55suit_isaac.webp,100,440,200,200
別顔2_服_ボディスーツムラムラ_笑顔_55,55suit_isaac.webp,500,440,200,200
別顔2_服_ボディスーツムラムラ_憤怒_55,55suit_isaac.webp,900,440,200,200
別顔2_服_ボディスーツ発情_通常_55,55suit_isaac.webp,100,840,200,200
別顔2_服_ボディスーツ発情_笑顔_55,55suit_isaac.webp,500,840,200,200
別顔2_服_ボディスーツ発情_憤怒_55,55suit_isaac.webp,900,840,200,200
別顔2_服_通常_56,56_isaac.webp,100,40,200,200
別顔2_服_笑顔_56,56_isaac.webp,500,40,200,200
別顔2_服_憤怒_56,56_isaac.webp,900,40,200,200
別顔2_裸_通常_56,56_isaac.webp,100,440,200,200
別顔2_裸_笑顔_56,56_isaac.webp,500,440,200,200
別顔2_裸_憤怒_56,56_isaac.webp,900,440,200,200
別顔2_服_通常_57,57_isaac.webp,100,40,200,200
別顔2_服_笑顔_57,57_isaac.webp,500,40,200,200
別顔2_服_憤怒_57,57_isaac.webp,900,40,200,200
別顔2_裸_通常_57,57_isaac.webp,100,440,200,200
別顔2_裸_笑顔_57,57_isaac.webp,500,440,200,200
別顔2_裸_憤怒_57,57_isaac.webp,900,440,200,200
別顔2_服_踊り子_通常_57,57_isaac.webp,100,840,200,200
別顔2_服_踊り子_笑顔_57,57_isaac.webp,500,840,200,200
別顔2_服_踊り子_憤怒_57,57_isaac.webp,900,840,200,200
別顔3_服_通常_58,58_isaac.webp,100,40,200,200
別顔3_服_笑顔_58,58_isaac.webp,500,40,200,200
別顔3_服_憤怒_58,58_isaac.webp,900,40,200,200
別顔3_裸_通常_58,58_isaac.webp,100,440,200,200
別顔3_裸_笑顔_58,58_isaac.webp,500,440,200,200
別顔3_裸_憤怒_58,58_isaac.webp,900,440,200,200
別顔3_服_バニー_通常_58,58_isaac.webp,100,840,200,200
別顔3_服_バニー_笑顔_58,58_isaac.webp,500,840,200,200
別顔3_服_バニー_憤怒_58,58_isaac.webp,900,840,200,200
別顔3_服_バニー_発情_58,58_isaac.webp,100,1240,200,200
別顔2_服_通常_59,59_isaac.webp,100,40,200,200
別顔2_服_笑顔_59,59_isaac.webp,500,40,200,200
別顔2_服_憤怒_59,59_isaac.webp,900,40,200,200
別顔2_裸_通常_59,59_isaac.webp,100,440,200,200
別顔2_裸_笑顔_59,59_isaac.webp,500,440,200,200
別顔2_裸_憤怒_59,59_isaac.webp,900,440,200,200
別顔3_服_通常_60,60_isaac.webp,100,40,200,200
別顔3_服_笑顔_60,60_isaac.webp,500,40,200,200
別顔3_服_憤怒_60,60_isaac.webp,900,40,200,200
別顔3_裸_通常_60,60_isaac.webp,100,440,200,200
別顔3_裸_笑顔_60,60_isaac.webp,500,440,200,200
別顔3_裸_憤怒_60,60_isaac.webp,900,440,200,200
別顔3_服_通常_61,61_isaac.webp,100,40,200,200
別顔3_服_笑顔_61,61_isaac.webp,500,40,200,200
別顔3_服_憤怒_61,61_isaac.webp,900,40,200,200
別顔3_裸_通常_61,61_isaac.webp,100,440,200,200
別顔3_裸_笑顔_61,61_isaac.webp,500,440,200,200
別顔3_裸_憤怒_61,61_isaac.webp,900,440,200,200
別顔3_服_夏服_通常_61,61_isaac.webp,100,840,200,200
別顔3_服_夏服_笑顔_61,61_isaac.webp,500,840,200,200
別顔3_服_夏服_憤怒_61,61_isaac.webp,900,840,200,200
別顔2_服_通常_62,62_isaac.webp,100,40,200,200
別顔2_服_笑顔_62,62_isaac.webp,500,40,200,200
別顔2_服_憤怒_62,62_isaac.webp,900,40,200,200
別顔2_裸_通常_62,62_isaac.webp,100,440,200,200
別顔2_裸_笑顔_62,62_isaac.webp,500,440,200,200
別顔2_裸_憤怒_62,62_isaac.webp,900,440,200,200
別顔2_服_夏服_通常_62,62_isaac.webp,100,840,200,200
別顔2_服_夏服_笑顔_62,62_isaac.webp,500,840,200,200
別顔2_服_夏服_憤怒_62,62_isaac.webp,900,840,200,200
別顔2_服_通常_63,63_isaac.webp,100,40,200,200
別顔2_服_笑顔_63,63_isaac.webp,500,40,200,200
別顔2_服_憤怒_63,63_isaac.webp,900,40,200,200
別顔2_裸_通常_63,63_isaac.webp,100,440,200,200
別顔2_裸_笑顔_63,63_isaac.webp,500,440,200,200
別顔2_裸_憤怒_63,63_isaac.webp,900,440,200,200
別顔_服_通常_64,64_isaac.webp,100,40,200,200
別顔_服_笑顔_64,64_isaac.webp,500,40,200,200
別顔_服_憤怒_64,64_isaac.webp,900,40,200,200
別顔_服_通常_64_黄昏,64_isaac.webp,100,840,200,200
別顔_服_笑顔_64_黄昏,64_isaac.webp,500,840,200,200
別顔_服_憤怒_64_黄昏,64_isaac.webp,900,840,200,200
別顔_裸_通常_64,64_isaac.webp,100,440,200,200
別顔_裸_笑顔_64,64_isaac.webp,500,440,200,200
別顔_裸_憤怒_64,64_isaac.webp,900,440,200,200
別顔_裸_通常_64_黄昏,64_isaac.webp,100,440,200,200
別顔_裸_笑顔_64_黄昏,64_isaac.webp,500,440,200,200
別顔_裸_憤怒_64_黄昏,64_isaac.webp,900,440,200,200
別顔_服_爆乳拆分_64,58_isaac.webp,500,1240,200,200
別顔_裸_爆乳拆分_64,58_isaac.webp,500,1240,200,200
別顔_裸_爆乳拆分_64_黄昏,58_isaac.webp,500,1240,200,200
別顔2_服_通常_65,65_isaac.webp,100,40,200,200
別顔2_服_笑顔_65,65_isaac.webp,500,40,200,200
別顔2_服_憤怒_65,65_isaac.webp,900,40,200,200
別顔2_裸_通常_65,65_isaac.webp,100,440,200,200
別顔2_裸_笑顔_65,65_isaac.webp,500,440,200,200
別顔2_裸_憤怒_65,65_isaac.webp,900,440,200,200
別顔2_服_バニー_通常_65,65_isaac.webp,100,840,200,200
別顔2_服_バニー_笑顔_65,65_isaac.webp,500,840,200,200
別顔2_服_バニー_憤怒_65,65_isaac.webp,900,840,200,200
別顔2_服_バニー_発情_65,65_isaac.webp,100,1240,200,200
別顔2_服_通常_66,66_isaac.webp,100,40,200,200
別顔2_服_笑顔_66,66_isaac.webp,500,40,200,200
別顔2_服_憤怒_66,66_isaac.webp,900,40,200,200
別顔2_裸_通常_66,66_isaac.webp,100,440,200,200
別顔2_裸_笑顔_66,66_isaac.webp,500,440,200,200
別顔2_裸_憤怒_66,66_isaac.webp,900,440,200,200
別顔2_服_日替わり_通常_66,66_isaac.webp,100,840,200,200
別顔2_服_日替わり_笑顔_66,66_isaac.webp,500,840,200,200
別顔2_服_日替わり_憤怒_66,66_isaac.webp,900,840,200,200
別顔_服_通常_67,67_isaac.webp,100,40,200,200
別顔_服_笑顔_67,67_isaac.webp,500,40,200,200
別顔_服_憤怒_67,67_isaac.webp,900,40,200,200
別顔_裸_通常_67,67_isaac.webp,100,440,200,200
別顔_裸_笑顔_67,67_isaac.webp,500,440,200,200
別顔_裸_憤怒_67,67_isaac.webp,900,440,200,200
別顔_服_白沢_通常_67,67_isaac.webp,100,840,200,200
別顔_服_白沢_笑顔_67,67_isaac.webp,500,840,200,200
別顔_服_白沢_憤怒_67,67_isaac.webp,900,840,200,200
別顔_裸_白沢_通常_67,67_isaac.webp,100,1240,200,200
別顔_裸_白沢_笑顔_67,67_isaac.webp,500,1240,200,200
別顔_裸_白沢_憤怒_67,67_isaac.webp,900,1240,200,200
別顔3_服_通常_68,68_isaac.webp,100,40,200,200
別顔3_服_笑顔_68,68_isaac.webp,500,40,200,200
別顔3_服_憤怒_68,68_isaac.webp,900,40,200,200
別顔3_裸_通常_68,68_isaac.webp,100,440,200,200
別顔3_裸_笑顔_68,68_isaac.webp,500,440,200,200
別顔3_裸_憤怒_68,68_isaac.webp,900,440,200,200
別顔3_服_睡衣_通常_68,68_isaac.webp,100,840,200,200
別顔3_服_睡衣_笑顔_68,68_isaac.webp,500,840,200,200
別顔3_服_睡衣_憤怒_68,68_isaac.webp,900,840,200,200
別顔_服_通常_69,69_isaac.webp,100,40,200,200
別顔_服_笑顔_69,69_isaac.webp,500,40,200,200
別顔_服_憤怒_69,69_isaac.webp,900,40,200,200
別顔_裸_通常_69,69_isaac.webp,100,440,200,200
別顔_裸_笑顔_69,69_isaac.webp,500,440,200,200
別顔_裸_憤怒_69,69_isaac.webp,900,440,200,200
別顔_服_通常_69_人里,69_isaac.webp,100,840,200,200
別顔_服_笑顔_69_人里,69_isaac.webp,500,840,200,200
別顔_服_憤怒_69_人里,69_isaac.webp,900,840,200,200
別顔_照れ_69_人里,69_isaac.webp,100,1240,200,200
別顔_服_発情_69_人里,69_isaac.webp,500,1240,200,200
別顔2_服_通常_70,70_isaac.webp,100,40,200,200
別顔2_服_笑顔_70,70_isaac.webp,500,40,200,200
別顔2_服_憤怒_70,70_isaac.webp,900,40,200,200
別顔2_裸_通常_70,70_isaac.webp,100,440,200,200
別顔2_裸_笑顔_70,70_isaac.webp,500,440,200,200
別顔2_裸_憤怒_70,70_isaac.webp,900,440,200,200
別顔2_服_通常_71,71_isaac.webp,100,40,200,200
別顔2_服_笑顔_71,71_isaac.webp,500,40,200,200
別顔2_服_憤怒_71,71_isaac.webp,900,40,200,200
別顔2_裸_通常_71,71_isaac.webp,100,440,200,200
別顔2_裸_笑顔_71,71_isaac.webp,500,440,200,200
別顔2_裸_憤怒_71,71_isaac.webp,900,440,200,200
別顔4_服_通常_72,72_isaac.webp,100,40,200,200
別顔4_服_笑顔_72,72_isaac.webp,500,40,200,200
別顔4_服_憤怒_72,72_isaac.webp,900,40,200,200
別顔4_裸_通常_72,72_isaac.webp,100,440,200,200
別顔4_裸_笑顔_72,72_isaac.webp,500,440,200,200
別顔4_裸_憤怒_72,72_isaac.webp,900,440,200,200
別顔2_服_通常_73,73_isaac.webp,100,40,200,200
別顔2_服_笑顔_73,73_isaac.webp,500,40,200,200
別顔2_服_憤怒_73,73_isaac.webp,900,40,200,200
別顔2_裸_通常_73,73_isaac.webp,100,440,200,200
別顔2_裸_笑顔_73,73_isaac.webp,500,440,200,200
別顔2_裸_憤怒_73,73_isaac.webp,900,440,200,200
別顔2_服_通常_74,74_isaac.webp,100,40,200,200
別顔2_服_笑顔_74,74_isaac.webp,500,40,200,200
別顔2_服_憤怒_74,74_isaac.webp,900,40,200,200
別顔2_裸_通常_74,74_isaac.webp,100,440,200,200
別顔2_裸_笑顔_74,74_isaac.webp,500,440,200,200
別顔2_裸_憤怒_74,74_isaac.webp,900,440,200,200
別顔2_服_通常_75,75_isaac.webp,100,40,200,200
別顔2_服_笑顔_75,75_isaac.webp,500,40,200,200
別顔2_服_憤怒_75,75_isaac.webp,900,40,200,200
別顔2_裸_通常_75,75_isaac.webp,100,440,200,200
別顔2_裸_笑顔_75,75_isaac.webp,500,440,200,200
別顔2_裸_憤怒_75,75_isaac.webp,900,440,200,200
別顔_服_通常_76,76_isaac.webp,100,40,200,200
別顔_服_笑顔_76,76_isaac.webp,500,40,200,200
別顔_服_憤怒_76,76_isaac.webp,900,40,200,200
別顔_裸_通常_76,76_isaac.webp,100,440,200,200
別顔_裸_笑顔_76,76_isaac.webp,500,440,200,200
別顔_裸_憤怒_76,76_isaac.webp,900,440,200,200
別顔_妊娠服_通常_76,76_isaac.webp,100,40,200,200
別顔_妊娠服_笑顔_76,76_isaac.webp,500,40,200,200
別顔_妊娠服_憤怒_76,76_isaac.webp,900,40,200,200
別顔_妊娠裸_通常_76,76_isaac.webp,100,440,200,200
別顔_妊娠裸_笑顔_76,76_isaac.webp,500,440,200,200
別顔_妊娠裸_憤怒_76,76_isaac.webp,900,440,200,200
別顔_服_通常_77,77_isaac.webp,100,40,200,200
別顔_服_笑顔_77,77_isaac.webp,500,40,200,200
別顔_服_憤怒_77,77_isaac.webp,900,40,200,200
別顔_裸_通常_77,77_isaac.webp,100,440,200,200
別顔_裸_笑顔_77,77_isaac.webp,500,440,200,200
別顔_裸_憤怒_77,77_isaac.webp,900,440,200,200
別顔_服_通常_77_秋服,77_isaac.webp,100,840,200,200
別顔_服_笑顔_77_秋服,77_isaac.webp,500,840,200,200
別顔_服_憤怒_77_秋服,77_isaac.webp,900,840,200,200
別顔_裸_通常_77_秋服,77_isaac.webp,100,440,200,200
別顔_裸_笑顔_77_秋服,77_isaac.webp,500,440,200,200
別顔_裸_憤怒_77_秋服,77_isaac.webp,900,440,200,200
別顔_服_バニー_通常_77,77_isaac.webp,100,1240,200,200
別顔_服_バニー_笑顔_77,77_isaac.webp,500,1240,200,200
別顔_服_バニー_憤怒_77,77_isaac.webp,900,1240,200,200
別顔_服_バニー_発情_77,77_isaac.webp,1300,1240,200,200
別顔_巨乳服_バニー_通常_77,77_isaac.webp,100,1240,200,200
別顔_巨乳服_バニー_笑顔_77,77_isaac.webp,500,1240,200,200
別顔_巨乳服_バニー_憤怒_77,77_isaac.webp,900,1240,200,200
別顔_巨乳服_バニー_発情_77,77_isaac.webp,1300,1240,200,200
別顔_服_通常_78,78_isaac.webp,100,40,200,200
別顔_服_笑顔_78,78_isaac.webp,500,40,200,200
別顔_服_憤怒_78,78_isaac.webp,900,40,200,200
別顔_裸_通常_78,78_isaac.webp,100,440,200,200
別顔_裸_笑顔_78,78_isaac.webp,500,440,200,200
別顔_裸_憤怒_78,78_isaac.webp,900,440,200,200
別顔_服_通常_78_秋服,78_isaac.webp,100,840,200,200
別顔_服_笑顔_78_秋服,78_isaac.webp,500,840,200,200
別顔_服_憤怒_78_秋服,78_isaac.webp,900,840,200,200
別顔_裸_通常_78_秋服,78_isaac.webp,100,440,200,200
別顔_裸_笑顔_78_秋服,78_isaac.webp,500,440,200,200
別顔_裸_憤怒_78_秋服,78_isaac.webp,900,440,200,200
別顔_服_バニー_通常_78,78_isaac.webp,100,1240,200,200
別顔_服_バニー_笑顔_78,78_isaac.webp,500,1240,200,200
別顔_服_バニー_憤怒_78,78_isaac.webp,900,1240,200,200
別顔_服_バニー_発情_78,78_isaac.webp,1300,1240,200,200
別顔_巨乳服_バニー_通常_78,78_isaac.webp,100,1240,200,200
別顔_巨乳服_バニー_笑顔_78,78_isaac.webp,500,1240,200,200
別顔_巨乳服_バニー_憤怒_78,78_isaac.webp,900,1240,200,200
別顔_巨乳服_バニー_発情_78,78_isaac.webp,1300,1240,200,200
別顔_服_通常_79,79_isaac.webp,100,40,200,200
別顔_服_笑顔_79,79_isaac.webp,500,40,200,200
別顔_服_憤怒_79,79_isaac.webp,900,40,200,200
別顔_裸_通常_79,79_isaac.webp,100,440,200,200
別顔_裸_笑顔_79,79_isaac.webp,500,440,200,200
別顔_裸_憤怒_79,79_isaac.webp,900,440,200,200
別顔_服_バニー_通常_79,79_isaac.webp,100,840,200,200
別顔_服_バニー_笑顔_79,79_isaac.webp,500,840,200,200
別顔_服_バニー_憤怒_79,79_isaac.webp,900,840,200,200
別顔_服_バニー_発情_79,79_isaac.webp,1300,840,200,200
別顔_巨乳服_バニー_通常_79,79_isaac.webp,100,840,200,200
別顔_巨乳服_バニー_笑顔_79,79_isaac.webp,500,840,200,200
別顔_巨乳服_バニー_憤怒_79,79_isaac.webp,900,840,200,200
別顔_巨乳服_バニー_発情_79,79_isaac.webp,1300,840,200,200
別顔2_服_通常_80,80_isaac.webp,100,40,200,200
別顔2_服_笑顔_80,80_isaac.webp,500,40,200,200
別顔2_服_憤怒_80,80_isaac.webp,900,40,200,200
別顔2_裸_通常_80,80_isaac.webp,100,440,200,200
別顔2_裸_笑顔_80,80_isaac.webp,500,440,200,200
別顔2_裸_憤怒_80,80_isaac.webp,900,440,200,200
別顔2_服_日替わり_通常_80,80_isaac.webp,100,40,200,200
別顔2_服_日替わり_笑顔_80,80_isaac.webp,500,40,200,200
別顔2_服_日替わり_憤怒_80,80_isaac.webp,900,40,200,200
別顔_服_通常_81,81_isaac.webp,100,40,200,200
別顔_服_笑顔_81,81_isaac.webp,500,40,200,200
別顔_服_憤怒_81,81_isaac.webp,900,40,200,200
別顔_裸_通常_81,81_isaac.webp,100,440,200,200
別顔_裸_笑顔_81,81_isaac.webp,500,440,200,200
別顔_裸_憤怒_81,81_isaac.webp,900,440,200,200
別顔_服_夏服_通常_81,81_isaac.webp,100,840,200,200
別顔_服_夏服_笑顔_81,81_isaac.webp,500,840,200,200
別顔_服_夏服_憤怒_81,81_isaac.webp,900,840,200,200
別顔_服_通常_82,82_isaac.webp,100,40,200,200
別顔_服_笑顔_82,82_isaac.webp,500,40,200,200
別顔_服_憤怒_82,82_isaac.webp,900,40,200,200
別顔_裸_通常_82,82_isaac.webp,100,440,200,200
別顔_裸_笑顔_82,82_isaac.webp,500,440,200,200
別顔_裸_憤怒_82,82_isaac.webp,900,440,200,200
別顔_服_夏服_通常_82,82_isaac.webp,100,840,200,200
別顔_服_夏服_笑顔_82,82_isaac.webp,500,840,200,200
別顔_服_夏服_憤怒_82,82_isaac.webp,900,840,200,200
別顔_服_通常_83,83_isaac.webp,70,80,280,280
別顔_服_笑顔_83,83_isaac.webp,470,80,280,280
別顔_服_憤怒_83,83_isaac.webp,870,80,280,280
別顔_裸_通常_83,83_isaac.webp,100,440,200,200
別顔_裸_笑顔_83,83_isaac.webp,500,440,200,200
別顔_裸_憤怒_83,83_isaac.webp,900,440,200,200
別顔_服_通常_84,84_isaac.webp,100,40,200,200
別顔_服_笑顔_84,84_isaac.webp,500,40,200,200
別顔_服_憤怒_84,84_isaac.webp,900,40,200,200
別顔_裸_通常_84,84_isaac.webp,100,440,200,200
別顔_裸_笑顔_84,84_isaac.webp,500,440,200,200
別顔_裸_憤怒_84,84_isaac.webp,900,440,200,200
別顔_服_通常_85,85_isaac.webp,100,40,200,200
別顔_服_笑顔_85,85_isaac.webp,500,40,200,200
別顔_服_憤怒_85,85_isaac.webp,900,40,200,200
別顔_裸_通常_85,85_isaac.webp,100,440,200,200
別顔_裸_笑顔_85,85_isaac.webp,500,440,200,200
別顔_裸_憤怒_85,85_isaac.webp,900,440,200,200
別顔_服_通常_86,86_isaac.webp,100,40,200,200
別顔_服_笑顔_86,86_isaac.webp,500,40,200,200
別顔_服_憤怒_86,86_isaac.webp,900,40,200,200
別顔_裸_通常_86,86_isaac.webp,100,440,200,200
別顔_裸_笑顔_86,86_isaac.webp,500,440,200,200
別顔_裸_憤怒_86,86_isaac.webp,900,440,200,200

;------------------------------------------------------------
;87_星
;------------------------------------------------------------
;服
別顔2_服_通常_87,87_isaac.webp,100,40,200,200
別顔2_服_笑顔_87,87_isaac.webp,500,40,200,200
別顔2_服_憤怒_87,87_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_87,87_isaac.webp,100,440,200,200
別顔2_裸_笑顔_87,87_isaac.webp,500,440,200,200
別顔2_裸_憤怒_87,87_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;88_響子
;------------------------------------------------------------
;服
別顔_服_通常_88,88_isaac.webp,100,40,200,200
別顔_服_笑顔_88,88_isaac.webp,500,40,200,200
別顔_服_憤怒_88,88_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_88,88_isaac.webp,100,440,200,200
別顔_裸_笑顔_88,88_isaac.webp,500,440,200,200
別顔_裸_憤怒_88,88_isaac.webp,900,440,200,200
;特殊服装
別顔_服_ライブ_通常_88,88_isaac.webp,100,840,200,200
別顔_服_ライブ_笑顔_88,88_isaac.webp,500,840,200,200
別顔_服_ライブ_憤怒_88,88_isaac.webp,900,840,200,200
;差分

;------------------------------------------------------------
;89_芳香
;------------------------------------------------------------
;服
別顔_服_通常_89,89_isaac.webp,100,40,200,200
別顔_服_笑顔_89,89_isaac.webp,500,40,200,200
別顔_服_憤怒_89,89_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_89,89_isaac.webp,100,440,200,200
別顔_裸_笑顔_89,89_isaac.webp,500,440,200,200
別顔_裸_憤怒_89,89_isaac.webp,900,440,200,200
別顔_裸_通常_89_关节能弯,89_isaac.webp,100,840,200,200
別顔_裸_笑顔_89_关节能弯,89_isaac.webp,500,840,200,200
別顔_裸_憤怒_89_关节能弯,89_isaac.webp,900,840,200,200

;差分

;------------------------------------------------------------
;90_青娥
;------------------------------------------------------------
;服
別顔_服_通常_90,90_isaac.webp,100,40,200,200
別顔_服_笑顔_90,90_isaac.webp,500,40,200,200
別顔_服_憤怒_90,90_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_90,90_isaac.webp,100,440,200,200
別顔_裸_笑顔_90,90_isaac.webp,500,440,200,200
別顔_裸_憤怒_90,90_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;91_屠自古
;------------------------------------------------------------
;服
別顔2_服_通常_91,91_isaac.webp,100,40,200,200
別顔2_服_笑顔_91,91_isaac.webp,500,40,200,200
別顔2_服_憤怒_91,91_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_91,91_isaac.webp,100,440,200,200
別顔2_裸_笑顔_91,91_isaac.webp,500,440,200,200
別顔2_裸_憤怒_91,91_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;92_布都
;------------------------------------------------------------
;服
別顔_服_通常_92,92_isaac.webp,100,40,200,200
別顔_服_笑顔_92,92_isaac.webp,500,40,200,200
別顔_服_憤怒_92,92_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_92,92_isaac.webp,100,440,200,200
別顔_裸_笑顔_92,92_isaac.webp,500,440,200,200
別顔_裸_憤怒_92,92_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;93_若鷺姫
;------------------------------------------------------------
;服
別顔2_服_通常_93,93_isaac.webp,100,40,200,200
別顔2_服_笑顔_93,93_isaac.webp,500,40,200,200
別顔2_服_憤怒_93,93_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_93,93_isaac.webp,100,440,200,200
